scenario,lookup_latency,trade_latency,order_latency
baseline,0.002020597457885742,0.0025654236475626626,0.0026163657506306968
follower_failure,0.0021888415018717446,0.003141588634914822,0.0026428434583875868
leader_failure,0.0019082001277378627,0.0027963093348911832,0.003413234438214983
leader_recovery,0.002122368131365095,0.0024871826171875,0.002787249428885324
